id,family,date,sales,Trained,store_nbr,onpromotion
2605,GROCERY I,10/17/13,2129,1,1,0
2606,GROCERY II,10/17/13,25,1,1,0
2607,MEATS,10/17/13,355.603,1,1,0
2608,POULTRY,10/17/13,166.07,1,1,0
2609,PRODUCE,10/17/13,1,1,1,0
2610,SEAFOOD,10/17/13,21.832,1,1,0
2611,BREAD/BAKERY,10/18/13,303.057,1,1,0
2612,EGGS,10/18/13,136,1,1,0
2613,FROZEN FOODS,10/18/13,105,1,1,0
2614,GROCERY I,10/18/13,2014,1,1,0
2615,GROCERY II,10/18/13,17,1,1,0
2616,MEATS,10/18/13,881.164,1,1,0
2617,POULTRY,10/18/13,568.221,1,1,0
2618,PRODUCE,10/18/13,5,1,1,0
2619,SEAFOOD,10/18/13,38.95,1,1,0
2620,BREAD/BAKERY,10/19/13,284.712,1,1,0
2621,EGGS,10/19/13,174,1,1,0
2622,FROZEN FOODS,10/19/13,127,1,1,0
2623,GROCERY I,10/19/13,2082,1,1,0
2624,GROCERY II,10/19/13,29,1,1,0
2625,MEATS,10/19/13,327.54102,1,1,0
2626,POULTRY,10/19/13,137.548,1,1,0
2627,PRODUCE,10/19/13,2,1,1,0
2628,SEAFOOD,10/19/13,17.4,1,1,0
2629,BREAD/BAKERY,10/20/13,118.879,1,1,0
2630,EGGS,10/20/13,81,1,1,0
2631,FROZEN FOODS,10/20/13,72,1,1,0
2632,GROCERY I,10/20/13,946,1,1,0
2633,GROCERY II,10/20/13,6,1,1,0
2634,MEATS,10/20/13,146.017,1,1,0
2635,POULTRY,10/20/13,67.633995,1,1,0
2636,PRODUCE,10/20/13,18,1,1,0
2637,SEAFOOD,10/20/13,16.492,1,1,0
2638,BREAD/BAKERY,10/21/13,329.534,1,1,0
2639,EGGS,10/21/13,176,1,1,0
2640,FROZEN FOODS,10/21/13,87,1,1,0
2641,GROCERY I,10/21/13,2094,1,1,0
2642,GROCERY II,10/21/13,16,1,1,0
2643,MEATS,10/21/13,396.516,1,1,0
2644,POULTRY,10/21/13,206.173,1,1,0
2645,PRODUCE,10/21/13,5,1,1,0
2646,SEAFOOD,10/21/13,24.711,1,1,0
2647,BREAD/BAKERY,10/22/13,237.801,1,1,0
2648,EGGS,10/22/13,145,1,1,0
2649,FROZEN FOODS,10/22/13,75,1,1,0
2650,GROCERY I,10/22/13,2416,1,1,0
2651,GROCERY II,10/22/13,33,1,1,0
2652,MEATS,10/22/13,247.04001,1,1,0
2653,POULTRY,10/22/13,139.09799,1,1,0
2654,PRODUCE,10/22/13,0,1,1,0
2655,SEAFOOD,10/22/13,18.492,1,1,0
2656,BREAD/BAKERY,10/23/13,329.456,1,1,0
2657,EGGS,10/23/13,172,1,1,0
2658,FROZEN FOODS,10/23/13,118,1,1,0
2659,GROCERY I,10/23/13,2437,1,1,0
2660,GROCERY II,10/23/13,15,1,1,0
2661,MEATS,10/23/13,390.713,1,1,0
2662,POULTRY,10/23/13,216.15799,1,1,0
2663,PRODUCE,10/23/13,4,1,1,0
2664,SEAFOOD,10/23/13,15.463,1,1,0
2665,BREAD/BAKERY,10/24/13,330.421,1,1,0
2666,EGGS,10/24/13,116,1,1,0
2667,FROZEN FOODS,10/24/13,108,1,1,0
2668,GROCERY I,10/24/13,1767,1,1,0
2669,GROCERY II,10/24/13,11,1,1,0
2670,MEATS,10/24/13,240.359,1,1,0
2671,POULTRY,10/24/13,108.292,1,1,0
2672,PRODUCE,10/24/13,0,1,1,0
2673,SEAFOOD,10/24/13,17.36,1,1,0
2674,BREAD/BAKERY,10/25/13,305.473,1,1,0
2675,EGGS,10/25/13,160,1,1,0
2676,FROZEN FOODS,10/25/13,150,1,1,0
2677,GROCERY I,10/25/13,1946,1,1,0
2678,GROCERY II,10/25/13,11,1,1,0
2679,MEATS,10/25/13,883.301,1,1,0
2680,POULTRY,10/25/13,453.022,1,1,0
2681,PRODUCE,10/25/13,4,1,1,0
2682,SEAFOOD,10/25/13,19.467001,1,1,0
2683,BREAD/BAKERY,10/26/13,276.021,1,1,0
2684,EGGS,10/26/13,160,1,1,0
2685,FROZEN FOODS,10/26/13,172,1,1,0
2686,GROCERY I,10/26/13,1965,1,1,0
2687,GROCERY II,10/26/13,13,1,1,0
2688,MEATS,10/26/13,361.76,1,1,0
2689,POULTRY,10/26/13,137.035,1,1,0
2690,PRODUCE,10/26/13,13,1,1,0
2691,SEAFOOD,10/26/13,27.973,1,1,0
2692,BREAD/BAKERY,10/27/13,139.59601,1,1,0
2693,EGGS,10/27/13,106,1,1,0
2694,FROZEN FOODS,10/27/13,53.662,1,1,0
2695,GROCERY I,10/27/13,1027,1,1,0
2696,GROCERY II,10/27/13,6,1,1,0
2697,MEATS,10/27/13,156.549,1,1,0
2698,POULTRY,10/27/13,99.17,1,1,0
2699,PRODUCE,10/27/13,19,1,1,0
2700,SEAFOOD,10/27/13,13.356,1,1,0
2701,BREAD/BAKERY,10/28/13,302.064,1,1,0
2702,EGGS,10/28/13,149,1,1,0
2703,FROZEN FOODS,10/28/13,105,1,1,0
2704,GROCERY I,10/28/13,2046,1,1,0
2705,GROCERY II,10/28/13,20,1,1,0
2706,MEATS,10/28/13,310.758,1,1,0
2707,POULTRY,10/28/13,261.001,1,1,0
2708,PRODUCE,10/28/13,0,1,1,0
2709,SEAFOOD,10/28/13,20.2,1,1,0
2710,BREAD/BAKERY,10/29/13,274.012,1,1,0
2711,EGGS,10/29/13,140,1,1,0
2712,FROZEN FOODS,10/29/13,129,1,1,0
2713,GROCERY I,10/29/13,2231,1,1,0
2714,GROCERY II,10/29/13,10,1,1,0
2715,MEATS,10/29/13,460.876,1,1,0
2716,POULTRY,10/29/13,140.196,1,1,0
2717,PRODUCE,10/29/13,0,1,1,0
2718,SEAFOOD,10/29/13,33.736,1,1,0
2719,BREAD/BAKERY,10/30/13,343.456,1,1,0
2720,EGGS,10/30/13,178,1,1,0
2721,FROZEN FOODS,10/30/13,89.47,1,1,0
2722,GROCERY I,10/30/13,2374,1,1,0
2723,GROCERY II,10/30/13,10,1,1,0
2724,MEATS,10/30/13,262.888,1,1,0
2725,POULTRY,10/30/13,120.670006,1,1,0
2726,PRODUCE,10/30/13,2,1,1,0
2727,SEAFOOD,10/30/13,25.086,1,1,0
2728,BREAD/BAKERY,10/31/13,252.345,1,1,0
2729,EGGS,10/31/13,131,1,1,0
2730,FROZEN FOODS,10/31/13,112,1,1,0
2731,GROCERY I,10/31/13,1833,1,1,0
2732,GROCERY II,10/31/13,19,1,1,0
2733,MEATS,10/31/13,444.407,1,1,0
2734,POULTRY,10/31/13,161.589,1,1,0
2735,PRODUCE,10/31/13,7,1,1,0
2736,SEAFOOD,10/31/13,29.982,1,1,0
2737,BREAD/BAKERY,11/1/13,353.73,1,1,0
2738,EGGS,11/1/13,165,1,1,0
2739,FROZEN FOODS,11/1/13,163,1,1,0
2740,GROCERY I,11/1/13,2256,1,1,0
2741,GROCERY II,11/1/13,20,1,1,0
2742,MEATS,11/1/13,823.577,1,1,0
2743,POULTRY,11/1/13,529.427,1,1,0
2744,PRODUCE,11/1/13,7,1,1,0
2745,SEAFOOD,11/1/13,36.155,1,1,0
2746,BREAD/BAKERY,11/2/13,254.201,1,1,0
2747,EGGS,11/2/13,138,1,1,0
2748,FROZEN FOODS,11/2/13,111,1,1,0
2749,GROCERY I,11/2/13,1894,1,1,0
2750,GROCERY II,11/2/13,18,1,1,0
2751,MEATS,11/2/13,205.757,1,1,0
2752,POULTRY,11/2/13,108.568,1,1,0
2753,PRODUCE,11/2/13,7,1,1,0
2754,SEAFOOD,11/2/13,22.886,1,1,0
2755,BREAD/BAKERY,11/3/13,122.825,1,1,0
2756,EGGS,11/3/13,92,1,1,0
2757,FROZEN FOODS,11/3/13,39,1,1,0
2758,GROCERY I,11/3/13,996,1,1,0
2759,GROCERY II,11/3/13,3,1,1,0
2760,MEATS,11/3/13,133.896,1,1,0
2761,POULTRY,11/3/13,89.66,1,1,0
2762,PRODUCE,11/3/13,19,1,1,0
2763,SEAFOOD,11/3/13,8.999001,1,1,0
2764,BREAD/BAKERY,11/4/13,304.65,1,1,0
2765,EGGS,11/4/13,157,1,1,0
2766,FROZEN FOODS,11/4/13,74,1,1,0
2767,GROCERY I,11/4/13,2327,1,1,0
2768,GROCERY II,11/4/13,28,1,1,0
2769,MEATS,11/4/13,285.14,1,1,0
2770,POULTRY,11/4/13,262.961,1,1,0
2771,PRODUCE,11/4/13,0,1,1,0
2772,SEAFOOD,11/4/13,20.711,1,1,0
2773,BREAD/BAKERY,11/5/13,294.91,1,1,0
2774,EGGS,11/5/13,156,1,1,0
2775,FROZEN FOODS,11/5/13,163,1,1,0
2776,GROCERY I,11/5/13,2364,1,1,0
2777,GROCERY II,11/5/13,11,1,1,0
2778,MEATS,11/5/13,320.34,1,1,0
2779,POULTRY,11/5/13,294.72,1,1,0
2780,PRODUCE,11/5/13,0,1,1,0
2781,SEAFOOD,11/5/13,24.89,1,1,0
2782,BREAD/BAKERY,11/6/13,295.965,1,1,0
2783,EGGS,11/6/13,162,1,1,0
2784,FROZEN FOODS,11/6/13,107,1,1,0
2785,GROCERY I,11/6/13,2458,1,1,0
2786,GROCERY II,11/6/13,10,1,1,0
2787,MEATS,11/6/13,294.804,1,1,0
2788,POULTRY,11/6/13,375.446,1,1,0
2789,PRODUCE,11/6/13,1,1,1,0
2790,SEAFOOD,11/6/13,23.95,1,1,0
2791,BREAD/BAKERY,11/7/13,319.797,1,1,0
2792,EGGS,11/7/13,129,1,1,0
2793,FROZEN FOODS,11/7/13,99,1,1,0
2794,GROCERY I,11/7/13,1936,1,1,0
2795,GROCERY II,11/7/13,18,1,1,0
2796,MEATS,11/7/13,263.253,1,1,0
2797,POULTRY,11/7/13,308.799,1,1,0
2798,PRODUCE,11/7/13,0,1,1,0
2799,SEAFOOD,11/7/13,23.335001,1,1,0
2800,BREAD/BAKERY,11/8/13,312.775,1,1,0
2801,EGGS,11/8/13,153,1,1,0
2802,FROZEN FOODS,11/8/13,99,1,1,0
2803,GROCERY I,11/8/13,2149,1,1,0
2804,GROCERY II,11/8/13,45,1,1,0
2805,MEATS,11/8/13,1024.162,1,1,0
2806,POULTRY,11/8/13,743.639,1,1,0
2807,PRODUCE,11/8/13,11,1,1,0
2808,SEAFOOD,11/8/13,41.291,1,1,0
2809,BREAD/BAKERY,11/9/13,250.927,1,1,0
2810,EGGS,11/9/13,135,1,1,0
2811,FROZEN FOODS,11/9/13,137.18,1,1,0
2812,GROCERY I,11/9/13,2040,1,1,0
2813,GROCERY II,11/9/13,16,1,1,0
2814,MEATS,11/9/13,258.946,1,1,0
2815,POULTRY,11/9/13,332.689,1,1,0
2816,PRODUCE,11/9/13,11,1,1,0
2817,SEAFOOD,11/9/13,15.632,1,1,0
2818,BREAD/BAKERY,11/10/13,128.248,1,1,0
2819,EGGS,11/10/13,93,1,1,0
2820,FROZEN FOODS,11/10/13,68,1,1,0
2821,GROCERY I,11/10/13,968,1,1,0
2822,GROCERY II,11/10/13,8,1,1,0
2823,MEATS,11/10/13,244.078,1,1,0
2824,POULTRY,11/10/13,126.015,1,1,0
2825,PRODUCE,11/10/13,23,1,1,0
2826,SEAFOOD,11/10/13,9.467,1,1,0
2827,BREAD/BAKERY,11/11/13,301.352,1,1,0
2828,EGGS,11/11/13,155,1,1,0
2829,FROZEN FOODS,11/11/13,124,1,1,0
2830,GROCERY I,11/11/13,2097,1,1,0
2831,GROCERY II,11/11/13,16,1,1,0
2832,MEATS,11/11/13,308.651,1,1,0
2833,POULTRY,11/11/13,389.30798,1,1,0
2834,PRODUCE,11/11/13,0,1,1,0
2835,SEAFOOD,11/11/13,17.225,1,1,0
2836,BREAD/BAKERY,11/12/13,262.832,1,1,0
2837,EGGS,11/12/13,110,1,1,0
2838,FROZEN FOODS,11/12/13,119,1,1,0
2839,GROCERY I,11/12/13,1955,1,1,0
2840,GROCERY II,11/12/13,23,1,1,0
2841,MEATS,11/12/13,267.889,1,1,0
2842,POULTRY,11/12/13,279.803,1,1,0
2843,PRODUCE,11/12/13,2,1,1,0
2844,SEAFOOD,11/12/13,30.228,1,1,0
2845,BREAD/BAKERY,11/13/13,402.726,1,1,0
2846,EGGS,11/13/13,162,1,1,0
2847,FROZEN FOODS,11/13/13,129.75,1,1,0
2848,GROCERY I,11/13/13,2910,1,1,0
2849,GROCERY II,11/13/13,22,1,1,0
2850,MEATS,11/13/13,306.839,1,1,0
2851,POULTRY,11/13/13,369.094,1,1,0
2852,PRODUCE,11/13/13,3,1,1,0
2853,SEAFOOD,11/13/13,31.58,1,1,0
2854,BREAD/BAKERY,11/14/13,307.426,1,1,0
2855,EGGS,11/14/13,115,1,1,0
2856,FROZEN FOODS,11/14/13,113,1,1,0
2857,GROCERY I,11/14/13,2133,1,1,0
2858,GROCERY II,11/14/13,28,1,1,0
2859,MEATS,11/14/13,411.193,1,1,0
2860,POULTRY,11/14/13,280.339,1,1,0
2861,PRODUCE,11/14/13,3,1,1,0
2862,SEAFOOD,11/14/13,25.215,1,1,0
2863,BREAD/BAKERY,11/15/13,310.856,1,1,0
2864,EGGS,11/15/13,154,1,1,0
2865,FROZEN FOODS,11/15/13,169.855,1,1,0
2866,GROCERY I,11/15/13,1848,1,1,0
2867,GROCERY II,11/15/13,17,1,1,0
2868,MEATS,11/15/13,944.761,1,1,0
2869,POULTRY,11/15/13,709.133,1,1,0
2870,PRODUCE,11/15/13,9,1,1,0
2871,SEAFOOD,11/15/13,36.395,1,1,0
2872,BREAD/BAKERY,11/16/13,244.173,1,1,0
2873,EGGS,11/16/13,170,1,1,0
2874,FROZEN FOODS,11/16/13,166,1,1,0
2875,GROCERY I,11/16/13,1976,1,1,0
2876,GROCERY II,11/16/13,20,1,1,0
2877,MEATS,11/16/13,256.004,1,1,0
2878,POULTRY,11/16/13,287.816,1,1,0
2879,PRODUCE,11/16/13,2,1,1,0
2880,SEAFOOD,11/16/13,24.953,1,1,0
2881,BREAD/BAKERY,11/17/13,158.522,1,1,0
2882,EGGS,11/17/13,84,1,1,0
2883,FROZEN FOODS,11/17/13,46,1,1,0
2884,GROCERY I,11/17/13,800,1,1,0
2885,GROCERY II,11/17/13,8,1,1,0
2886,MEATS,11/17/13,95.017,1,1,0
2887,POULTRY,11/17/13,138.788,1,1,0
2888,PRODUCE,11/17/13,24,1,1,0
2889,SEAFOOD,11/17/13,10.606,1,1,0
2890,BREAD/BAKERY,11/18/13,390.312,1,1,0
2891,EGGS,11/18/13,169,1,1,0
2892,FROZEN FOODS,11/18/13,81,1,1,0
2893,GROCERY I,11/18/13,2179,1,1,0
2894,GROCERY II,11/18/13,33,1,1,0
2895,MEATS,11/18/13,594.50903,1,1,0
2896,POULTRY,11/18/13,417.115,1,1,0
2897,PRODUCE,11/18/13,1,1,1,0
2898,SEAFOOD,11/18/13,20.731,1,1,0
2899,BREAD/BAKERY,11/19/13,257.704,1,1,0
2900,EGGS,11/19/13,136,1,1,0
2901,FROZEN FOODS,11/19/13,127.1,1,1,0
2902,GROCERY I,11/19/13,2471,1,1,0
2903,GROCERY II,11/19/13,27,1,1,0
2904,MEATS,11/19/13,310.042,1,1,0
2905,POULTRY,11/19/13,346.003,1,1,0
2906,PRODUCE,11/19/13,0,1,1,0
2907,SEAFOOD,11/19/13,17.133999,1,1,0
2908,BREAD/BAKERY,11/20/13,375.404,1,1,0
2909,EGGS,11/20/13,153,1,1,0
2910,FROZEN FOODS,11/20/13,124.433,1,1,0
2911,GROCERY I,11/20/13,2530,1,1,0
2912,GROCERY II,11/20/13,40,1,1,0
2913,MEATS,11/20/13,545.761,1,1,0
2914,POULTRY,11/20/13,332.076,1,1,0
2915,PRODUCE,11/20/13,0,1,1,0
2916,SEAFOOD,11/20/13,18.445,1,1,0
2917,BREAD/BAKERY,11/21/13,297.284,1,1,0
2918,EGGS,11/21/13,138,1,1,0
2919,FROZEN FOODS,11/21/13,97,1,1,0
2920,GROCERY I,11/21/13,1938,1,1,0
2921,GROCERY II,11/21/13,14,1,1,0
2922,MEATS,11/21/13,452.13,1,1,0
2923,POULTRY,11/21/13,292.25,1,1,0
2924,PRODUCE,11/21/13,2,1,1,0
2925,SEAFOOD,11/21/13,9.17,1,1,0
2926,BREAD/BAKERY,11/22/13,308.073,1,1,0
2927,EGGS,11/22/13,139,1,1,0
2928,FROZEN FOODS,11/22/13,176.001,1,1,0
2929,GROCERY I,11/22/13,2108,1,1,0
2930,GROCERY II,11/22/13,31,1,1,0
2931,MEATS,11/22/13,839.162,1,1,0
2932,POULTRY,11/22/13,746.211,1,1,0
2933,PRODUCE,11/22/13,8,1,1,0
2934,SEAFOOD,11/22/13,18.996,1,1,0
2935,BREAD/BAKERY,11/23/13,283.898,1,1,0
2936,EGGS,11/23/13,170,1,1,0
2937,FROZEN FOODS,11/23/13,154.654,1,1,0
2938,GROCERY I,11/23/13,1939,1,1,0
2939,GROCERY II,11/23/13,28,1,1,0
2940,MEATS,11/23/13,316.592,1,1,0
2941,POULTRY,11/23/13,290.86,1,1,0
2942,PRODUCE,11/23/13,9,1,1,0
2943,SEAFOOD,11/23/13,18.25,1,1,0
2944,BREAD/BAKERY,11/24/13,108.946,1,1,0
2945,EGGS,11/24/13,70,1,1,0
2946,FROZEN FOODS,11/24/13,57,1,1,0
2947,GROCERY I,11/24/13,790,1,1,0
2948,GROCERY II,11/24/13,5,1,1,0
2949,MEATS,11/24/13,128.503,1,1,0
2950,POULTRY,11/24/13,121.895,1,1,0
2951,PRODUCE,11/24/13,15,1,1,0
2952,SEAFOOD,11/24/13,13.857,1,1,0
2953,BREAD/BAKERY,11/25/13,325.468,1,1,0
2954,EGGS,11/25/13,168,1,1,0
2955,FROZEN FOODS,11/25/13,138.03,1,1,0
2956,GROCERY I,11/25/13,2492,1,1,0
2957,GROCERY II,11/25/13,23,1,1,0
2958,MEATS,11/25/13,325.867,1,1,0
2959,POULTRY,11/25/13,397.984,1,1,0
2960,PRODUCE,11/25/13,0,1,1,0
2961,SEAFOOD,11/25/13,18.807,1,1,0
2962,BREAD/BAKERY,11/26/13,303.939,1,1,0
2963,EGGS,11/26/13,124,1,1,0
2964,FROZEN FOODS,11/26/13,98.958,1,1,0
2965,GROCERY I,11/26/13,2138,1,1,0
2966,GROCERY II,11/26/13,29,1,1,0
2967,MEATS,11/26/13,296.345,1,1,0
2968,POULTRY,11/26/13,298.295,1,1,0
2969,PRODUCE,11/26/13,1,1,1,0
2970,SEAFOOD,11/26/13,20.668,1,1,0
2971,BREAD/BAKERY,11/27/13,318.137,1,1,0
2972,EGGS,11/27/13,170,1,1,0
2973,FROZEN FOODS,11/27/13,124.211,1,1,0
2974,GROCERY I,11/27/13,2454,1,1,0
2975,GROCERY II,11/27/13,21,1,1,0
2976,MEATS,11/27/13,337.598,1,1,0
2977,POULTRY,11/27/13,422.03,1,1,0
2978,PRODUCE,11/27/13,1,1,1,0
2979,SEAFOOD,11/27/13,29.74,1,1,0
2980,BREAD/BAKERY,11/28/13,293.007,1,1,0
2981,EGGS,11/28/13,119,1,1,0
2982,FROZEN FOODS,11/28/13,142.964,1,1,0
2983,GROCERY I,11/28/13,1852,1,1,0
2984,GROCERY II,11/28/13,25,1,1,0
2985,MEATS,11/28/13,393.728,1,1,0
2986,POULTRY,11/28/13,266.961,1,1,0
2987,PRODUCE,11/28/13,0,1,1,0
2988,SEAFOOD,11/28/13,13.347,1,1,0
2989,BREAD/BAKERY,11/29/13,284.678,1,1,0
2990,EGGS,11/29/13,157,1,1,0
2991,FROZEN FOODS,11/29/13,146.757,1,1,0
2992,GROCERY I,11/29/13,1931,1,1,0
2993,GROCERY II,11/29/13,13,1,1,0
2994,MEATS,11/29/13,781.586,1,1,0
2995,POULTRY,11/29/13,746.841,1,1,0
2996,PRODUCE,11/29/13,8,1,1,0
2997,SEAFOOD,11/29/13,19.069,1,1,0
2998,BREAD/BAKERY,11/30/13,254.567,1,1,0
2999,EGGS,11/30/13,156,1,1,0
3000,FROZEN FOODS,11/30/13,140.359,1,1,0
3001,GROCERY I,11/30/13,2071,1,1,0
3002,GROCERY II,11/30/13,24,1,1,0
3003,MEATS,11/30/13,268.064,1,1,0
3004,POULTRY,11/30/13,318.556,1,1,0
3005,PRODUCE,11/30/13,15,1,1,0
3006,SEAFOOD,11/30/13,27.297,1,1,0
3007,BREAD/BAKERY,12/1/13,142.385,1,1,0
3008,EGGS,12/1/13,88,1,1,0
3009,FROZEN FOODS,12/1/13,65,1,1,0
3010,GROCERY I,12/1/13,1034,1,1,0
3011,GROCERY II,12/1/13,11,1,1,0
3012,MEATS,12/1/13,143.278,1,1,0
3013,POULTRY,12/1/13,172.90201,1,1,0
3014,PRODUCE,12/1/13,23,1,1,0
3015,SEAFOOD,12/1/13,19.854,1,1,0
3016,BREAD/BAKERY,12/2/13,370.931,1,1,0
3017,EGGS,12/2/13,149,1,1,0
3018,FROZEN FOODS,12/2/13,147.415,1,1,0
3019,GROCERY I,12/2/13,2285,1,1,0
3020,GROCERY II,12/2/13,42,1,1,0
3021,MEATS,12/2/13,420.839,1,1,0
3022,POULTRY,12/2/13,417.067,1,1,0
3023,PRODUCE,12/2/13,0,1,1,0
3024,SEAFOOD,12/2/13,29.144,1,1,0
3025,BREAD/BAKERY,12/3/13,262.414,1,1,0
3026,EGGS,12/3/13,154,1,1,0
3027,FROZEN FOODS,12/3/13,103.95,1,1,0
3028,GROCERY I,12/3/13,2400,1,1,0
3029,GROCERY II,12/3/13,39,1,1,0
3030,MEATS,12/3/13,412.553,1,1,0
3031,POULTRY,12/3/13,274.461,1,1,0
3032,PRODUCE,12/3/13,1,1,1,0
3033,SEAFOOD,12/3/13,13.9,1,1,0
3034,BREAD/BAKERY,12/4/13,317.073,1,1,0
3035,EGGS,12/4/13,153,1,1,0
3036,FROZEN FOODS,12/4/13,255.743,1,1,0
3037,GROCERY I,12/4/13,4311,1,1,0
3038,GROCERY II,12/4/13,18,1,1,0
3039,MEATS,12/4/13,326.651,1,1,0
3040,POULTRY,12/4/13,398.362,1,1,0
3041,PRODUCE,12/4/13,4,1,1,0
3042,SEAFOOD,12/4/13,25.869999,1,1,0
3043,BREAD/BAKERY,12/5/13,321.522,1,1,0
3044,EGGS,12/5/13,101,1,1,0
3045,FROZEN FOODS,12/5/13,211,1,1,0
3046,GROCERY I,12/5/13,2025,1,1,0
3047,GROCERY II,12/5/13,24,1,1,0
3048,MEATS,12/5/13,264.429,1,1,0
3049,POULTRY,12/5/13,241.157,1,1,0
3050,PRODUCE,12/5/13,5,1,1,0
3051,SEAFOOD,12/5/13,12.798,1,1,0
3052,BREAD/BAKERY,12/6/13,90.929,1,1,0
3053,EGGS,12/6/13,45,1,1,0
3054,FROZEN FOODS,12/6/13,117.882,1,1,0
3055,GROCERY I,12/6/13,817,1,1,0
3056,GROCERY II,12/6/13,36,1,1,0
3057,MEATS,12/6/13,339.361,1,1,0
3058,POULTRY,12/6/13,493.49,1,1,0
3059,PRODUCE,12/6/13,4,1,1,0
3060,SEAFOOD,12/6/13,11.242001,1,1,0
3061,BREAD/BAKERY,12/7/13,233.199,1,1,0
3062,EGGS,12/7/13,153,1,1,0
3063,FROZEN FOODS,12/7/13,236.905,1,1,0
3064,GROCERY I,12/7/13,1815,1,1,0
3065,GROCERY II,12/7/13,16,1,1,0
3066,MEATS,12/7/13,261.08,1,1,0
3067,POULTRY,12/7/13,282.442,1,1,0
3068,PRODUCE,12/7/13,12,1,1,0
3069,SEAFOOD,12/7/13,14.389,1,1,0
3070,BREAD/BAKERY,12/8/13,101.972,1,1,0
3071,EGGS,12/8/13,66,1,1,0
3072,FROZEN FOODS,12/8/13,55.22,1,1,0
3073,GROCERY I,12/8/13,921,1,1,0
3074,GROCERY II,12/8/13,0,1,1,0
3075,MEATS,12/8/13,247.142,1,1,0
3076,POULTRY,12/8/13,121.24,1,1,0
3077,PRODUCE,12/8/13,17,1,1,0
3078,SEAFOOD,12/8/13,3.936,1,1,0
3079,BREAD/BAKERY,12/9/13,318.489,1,1,0
3080,EGGS,12/9/13,163,1,1,0
3081,FROZEN FOODS,12/9/13,98,1,1,0
3082,GROCERY I,12/9/13,2347,1,1,0
3083,GROCERY II,12/9/13,13,1,1,0
3084,MEATS,12/9/13,319.004,1,1,0
3085,POULTRY,12/9/13,387.869,1,1,0
3086,PRODUCE,12/9/13,0,1,1,0
3087,SEAFOOD,12/9/13,19.925,1,1,0
3088,BREAD/BAKERY,12/10/13,283.07098,1,1,0
3089,EGGS,12/10/13,180,1,1,0
3090,FROZEN FOODS,12/10/13,171.763,1,1,0
3091,GROCERY I,12/10/13,2835,1,1,0
3092,GROCERY II,12/10/13,21,1,1,0
3093,MEATS,12/10/13,461.15,1,1,0
3094,POULTRY,12/10/13,391.61,1,1,0
3095,PRODUCE,12/10/13,0,1,1,0
3096,SEAFOOD,12/10/13,15.882,1,1,0
3097,BREAD/BAKERY,12/11/13,306.225,1,1,0
3098,EGGS,12/11/13,172,1,1,0
3099,FROZEN FOODS,12/11/13,195.005,1,1,0
3100,GROCERY I,12/11/13,3833,1,1,0
3101,GROCERY II,12/11/13,36,1,1,0
3102,MEATS,12/11/13,302.721,1,1,0
3103,POULTRY,12/11/13,358.621,1,1,0
3104,PRODUCE,12/11/13,2,1,1,0
3105,SEAFOOD,12/11/13,26.695,1,1,0
3106,BREAD/BAKERY,12/12/13,331.979,1,1,0
3107,EGGS,12/12/13,134,1,1,0
3108,FROZEN FOODS,12/12/13,155.689,1,1,0
3109,GROCERY I,12/12/13,3660,1,1,0
3110,GROCERY II,12/12/13,26,1,1,0
3111,MEATS,12/12/13,441.167,1,1,0
3112,POULTRY,12/12/13,295.023,1,1,0
3113,PRODUCE,12/12/13,2,1,1,0
3114,SEAFOOD,12/12/13,18.54,1,1,0
3115,BREAD/BAKERY,12/13/13,294.128,1,1,0
3116,EGGS,12/13/13,166,1,1,0
3117,FROZEN FOODS,12/13/13,275.221,1,1,0
3118,GROCERY I,12/13/13,2546,1,1,0
3119,GROCERY II,12/13/13,30,1,1,0
3120,MEATS,12/13/13,773.125,1,1,0
3121,POULTRY,12/13/13,609.108,1,1,0
3122,PRODUCE,12/13/13,5,1,1,0
3123,SEAFOOD,12/13/13,36.324,1,1,0
3124,BREAD/BAKERY,12/14/13,304.151,1,1,0
3125,EGGS,12/14/13,152,1,1,0
3126,FROZEN FOODS,12/14/13,317.908,1,1,0
3127,GROCERY I,12/14/13,2331,1,1,0
3128,GROCERY II,12/14/13,42,1,1,0
3129,MEATS,12/14/13,448.583,1,1,0
3130,POULTRY,12/14/13,313.112,1,1,0
3131,PRODUCE,12/14/13,6,1,1,0
3132,SEAFOOD,12/14/13,49.104,1,1,0
3133,BREAD/BAKERY,12/15/13,161.09,1,1,0
3134,EGGS,12/15/13,72,1,1,0
3135,FROZEN FOODS,12/15/13,107.644,1,1,0
3136,GROCERY I,12/15/13,1167,1,1,0
3137,GROCERY II,12/15/13,10,1,1,0
3138,MEATS,12/15/13,128.671,1,1,0
3139,POULTRY,12/15/13,161.712,1,1,0
3140,PRODUCE,12/15/13,21,1,1,0
3141,SEAFOOD,12/15/13,13.411,1,1,0
3142,BREAD/BAKERY,12/16/13,448.478,1,1,0
3143,EGGS,12/16/13,159,1,1,0
3144,FROZEN FOODS,12/16/13,477.061,1,1,0
3145,GROCERY I,12/16/13,2679,1,1,0
3146,GROCERY II,12/16/13,45,1,1,0
3147,MEATS,12/16/13,334.829,1,1,0
3148,POULTRY,12/16/13,453.922,1,1,0
3149,PRODUCE,12/16/13,0,1,1,0
3150,SEAFOOD,12/16/13,19.560999,1,1,0
3151,BREAD/BAKERY,12/17/13,269.402,1,1,0
3152,EGGS,12/17/13,143,1,1,0
